audit_id,firm_id,sector,year,priority_score,current_audit_risk,firm_staffing_quality,past_inspections_fixes,market_importance,band,complexity,it_reliance,group_structure,estimate_heavy,red_flags
AU-0485,F06,Public interest entity,2025,47,15,21,6,5,ask,Low,Medium,False,False,Partner involvement hours below plan
AU-0486,F06,Technology,2025,30,6,14,5,5,routine,Low,Low,False,False,
AU-0487,F06,Technology,2025,36,7,18,5,6,ask,Low,Low,False,False,
AU-0488,F06,Banking,2025,23,9,9,2,3,routine,Low,Low,False,False,
AU-0489,F06,Technology,2025,34,9,20,4,1,routine,Low,Low,False,False,Partner involvement hours below plan
AU-0490,F06,Energy & utilities,2025,34,18,8,3,5,routine,Medium,Medium,False,False,
AU-0491,F06,Banking,2025,32,15,10,3,4,routine,Low,High,True,True,Goodwill or asset impairment risk; Heavy reliance on client IT systems
AU-0492,F06,Energy & utilities,2025,33,18,6,7,2,routine,Medium,Medium,False,True,Goodwill or asset impairment risk; Overdue remediation on this engagement
AU-0493,F06,Energy & utilities,2025,12,0,7,0,5,routine,Low,Low,False,False,
AU-0494,F06,Asset management,2025,46,18,16,7,5,ask,Medium,Low,False,False,Overdue remediation on this engagement
AU-0495,F06,Listed manufacturing,2025,24,9,4,6,5,routine,Low,Medium,False,False,
AU-0496,F06,Banking,2025,27,12,6,4,5,routine,Low,Medium,True,False,Multi-component group audit
AU-0497,F06,Technology,2025,24,9,7,6,2,routine,Low,High,False,True,Goodwill or asset impairment risk; Heavy reliance on client IT systems
AU-0498,F06,Healthcare,2025,52,26,20,3,3,group,Medium,Medium,False,False,Complex accounting estimates; Partner involvement hours below plan
AU-0499,F06,Public interest entity,2025,21,10,8,2,1,routine,Low,Medium,False,False,
AU-0500,F06,Real estate,2025,30,4,17,2,7,routine,Low,High,True,False,Heavy reliance on client IT systems; Multi-component group audit
AU-0501,F06,Insurance,2025,35,14,14,4,3,ask,Low,Low,False,False,
AU-0502,F06,Healthcare,2025,27,10,8,4,5,routine,Low,Medium,False,False,
AU-0503,F06,Banking,2025,33,15,12,3,3,routine,Low,Medium,True,False,Multi-component group audit
AU-0504,F06,Energy & utilities,2025,48,20,22,2,4,ask,Medium,High,False,False,Heavy reliance on client IT systems; Partner involvement hours below plan
AU-0505,F06,Listed manufacturing,2025,33,17,11,2,3,routine,Medium,Medium,False,False,
AU-0506,F06,Real estate,2025,33,16,3,7,7,routine,Low,Low,False,False,Overdue remediation on this engagement
AU-0507,F06,Healthcare,2025,31,11,11,4,5,routine,Low,Low,False,False,
AU-0508,F06,Insurance,2025,39,17,6,8,8,ask,Medium,Medium,False,False,Overdue remediation on this engagement
AU-0509,F06,Healthcare,2025,47,20,16,8,3,ask,Medium,Low,False,False,Overdue remediation on this engagement
AU-0510,F06,Healthcare,2025,32,7,11,9,5,routine,Low,Low,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0511,F06,Retail group,2025,38,7,19,10,2,ask,Low,Medium,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0512,F06,Banking,2025,31,15,11,2,3,routine,Low,Low,True,False,Multi-component group audit
AU-0513,F06,Listed manufacturing,2025,34,10,11,9,4,routine,Low,Medium,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0514,F06,Healthcare,2025,32,6,15,5,6,routine,Low,Medium,False,False,
AU-0515,F06,Energy & utilities,2025,28,13,7,6,2,routine,Low,Low,False,False,
AU-0516,F06,Listed manufacturing,2025,21,4,8,4,5,routine,Low,High,True,False,Heavy reliance on client IT systems; Multi-component group audit
AU-0517,F06,Healthcare,2025,41,19,16,6,0,ask,Medium,Medium,False,True,Goodwill or asset impairment risk
AU-0518,F06,Retail group,2025,37,14,12,6,5,ask,Low,High,False,True,Goodwill or asset impairment risk; Heavy reliance on client IT systems
AU-0519,F06,Asset management,2025,28,7,17,4,0,routine,Low,Low,False,False,
AU-0520,F06,Public interest entity,2025,51,23,15,7,6,group,Medium,Low,False,False,Overdue remediation on this engagement
AU-0521,F06,Retail group,2025,31,13,13,2,3,routine,Low,Low,False,True,Goodwill or asset impairment risk
AU-0522,F06,Retail group,2025,17,4,1,7,5,routine,Low,Low,False,False,Overdue remediation on this engagement
AU-0523,F06,Technology,2025,24,3,11,6,4,routine,Low,Low,False,False,
AU-0524,F06,Listed manufacturing,2025,42,7,20,6,9,ask,Low,Medium,False,True,Goodwill or asset impairment risk; Partner involvement hours below plan
AU-0525,F06,Public interest entity,2025,36,11,13,7,5,ask,Low,High,False,False,Heavy reliance on client IT systems; Overdue remediation on this engagement
AU-0526,F06,Real estate,2025,24,16,6,2,0,routine,Low,Medium,False,False,
AU-0527,F06,Retail group,2025,19,8,2,7,2,routine,Low,Low,False,False,Overdue remediation on this engagement
AU-0528,F06,Retail group,2025,31,11,9,2,9,routine,Low,Medium,True,False,Multi-component group audit
AU-0529,F06,Retail group,2025,36,12,17,5,2,ask,Low,Medium,False,False,
AU-0530,F06,Retail group,2025,39,17,10,9,3,ask,Medium,High,False,False,Heavy reliance on client IT systems; Repeat finding from a prior inspection
AU-0531,F06,Insurance,2025,37,16,10,6,5,ask,Low,Medium,False,True,Goodwill or asset impairment risk
AU-0532,F06,Asset management,2025,17,9,5,1,2,routine,Low,Medium,True,False,Multi-component group audit
AU-0533,F06,Public interest entity,2025,40,8,22,8,2,ask,Low,Low,False,False,Partner involvement hours below plan; Overdue remediation on this engagement
AU-0534,F06,Public interest entity,2025,35,12,15,4,4,ask,Low,Medium,False,False,
AU-0535,F06,Banking,2025,66,25,28,9,4,deep-dive,Medium,Low,False,True,Goodwill or asset impairment risk; Audit team below planned staffing; Partner involvement hours below plan; Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0536,F06,Retail group,2025,35,17,12,3,3,ask,Medium,Medium,False,False,
AU-0537,F06,Technology,2025,45,11,25,4,5,ask,Low,Low,False,False,Audit team below planned staffing; Partner involvement hours below plan
AU-0538,F06,Energy & utilities,2025,36,16,9,6,5,ask,Low,Medium,False,True,Goodwill or asset impairment risk
AU-0539,F06,Banking,2025,31,16,6,6,3,routine,Low,Medium,False,False,
AU-0540,F06,Energy & utilities,2025,48,16,17,11,4,ask,Low,Medium,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0541,F06,Insurance,2025,74,30,29,9,6,deep-dive,High,Low,True,True,Significant judgement in revenue recognition; Complex accounting estimates; Goodwill or asset impairment risk; Multi-component group audit; Audit team below planned staffing
AU-0542,F06,Insurance,2025,30,8,13,3,6,routine,Low,High,False,True,Goodwill or asset impairment risk; Heavy reliance on client IT systems
AU-0543,F06,Energy & utilities,2025,30,8,18,2,2,routine,Low,Medium,False,False,
AU-0544,F06,Listed manufacturing,2025,29,7,18,0,4,routine,Low,High,False,False,Heavy reliance on client IT systems
AU-0545,F06,Insurance,2025,37,19,7,8,3,ask,Medium,Medium,False,False,Overdue remediation on this engagement
AU-0546,F07,Technology,2025,29,10,16,2,1,routine,Low,Medium,False,False,
AU-0547,F07,Energy & utilities,2025,26,13,6,3,4,routine,Low,High,False,False,Heavy reliance on client IT systems
AU-0548,F07,Public interest entity,2025,43,22,9,7,5,ask,Medium,Low,True,False,Multi-component group audit; Overdue remediation on this engagement
AU-0549,F07,Healthcare,2025,41,23,15,0,3,ask,Medium,Low,False,True,Goodwill or asset impairment risk
AU-0550,F07,Technology,2025,38,11,16,4,7,ask,Low,Low,False,True,Goodwill or asset impairment risk
AU-0551,F07,Public interest entity,2025,30,16,9,0,5,routine,Low,Medium,False,False,
AU-0552,F07,Energy & utilities,2025,39,17,18,2,2,ask,Medium,Medium,False,False,
AU-0553,F07,Banking,2025,38,19,9,5,5,ask,Medium,Low,False,True,Goodwill or asset impairment risk
AU-0554,F07,Real estate,2025,46,24,12,7,3,ask,Medium,Medium,True,False,Multi-component group audit; Overdue remediation on this engagement
AU-0555,F07,Public interest entity,2025,37,10,20,6,1,ask,Low,Medium,False,False,Partner involvement hours below plan
AU-0556,F07,Retail group,2025,27,9,13,4,1,routine,Low,High,False,True,Goodwill or asset impairment risk; Heavy reliance on client IT systems
AU-0557,F07,Energy & utilities,2025,17,2,11,2,2,routine,Low,Low,False,False,
AU-0558,F07,Asset management,2025,32,3,17,6,6,routine,Low,Medium,False,False,
AU-0559,F07,Listed manufacturing,2025,38,8,12,10,8,ask,Low,Low,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0560,F07,Real estate,2025,25,11,4,5,5,routine,Low,Medium,False,False,
AU-0561,F07,Healthcare,2025,40,20,12,6,2,ask,Medium,High,False,True,Goodwill or asset impairment risk; Heavy reliance on client IT systems
AU-0562,F07,Retail group,2025,48,19,14,7,8,ask,Medium,Medium,False,True,Goodwill or asset impairment risk; Overdue remediation on this engagement
AU-0563,F07,Retail group,2025,37,1,21,5,10,ask,Low,Low,False,True,Goodwill or asset impairment risk; Partner involvement hours below plan
AU-0564,F07,Public interest entity,2025,27,4,13,4,6,routine,Low,Medium,True,False,Multi-component group audit
AU-0565,F07,Retail group,2025,44,18,16,4,6,ask,Medium,Low,False,False,
AU-0566,F07,Banking,2025,65,31,18,9,7,deep-dive,High,Low,False,True,Significant judgement in revenue recognition; Complex accounting estimates; Goodwill or asset impairment risk; Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0567,F07,Asset management,2025,20,5,8,4,3,routine,Low,Medium,False,False,
AU-0568,F07,Insurance,2025,36,5,23,5,3,ask,Low,Low,False,False,Partner involvement hours below plan
AU-0569,F07,Retail group,2025,45,16,15,10,4,ask,Low,Medium,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0570,F07,Public interest entity,2025,40,19,13,5,3,ask,Medium,Low,False,False,
AU-0571,F07,Public interest entity,2025,33,12,9,6,6,routine,Low,Medium,False,False,
AU-0572,F07,Public interest entity,2025,39,17,17,0,5,ask,Medium,Medium,False,False,
AU-0573,F07,Public interest entity,2025,39,10,14,11,4,ask,Low,Medium,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0574,F07,Technology,2025,28,15,9,3,1,routine,Low,Low,False,False,
AU-0575,F07,Real estate,2025,51,19,16,10,6,group,Medium,Low,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0576,F07,Banking,2025,32,14,13,3,2,routine,Low,Medium,False,False,
AU-0577,F07,Insurance,2025,42,8,17,11,6,ask,Low,Low,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0578,F07,Banking,2025,27,5,13,2,7,routine,Low,High,False,False,Heavy reliance on client IT systems
AU-0579,F07,Insurance,2025,33,15,8,6,4,routine,Low,Low,False,False,
AU-0580,F07,Public interest entity,2025,39,16,14,4,5,ask,Low,Medium,False,False,
AU-0581,F07,Insurance,2025,34,13,7,8,6,routine,Low,Low,False,False,Overdue remediation on this engagement
AU-0582,F07,Technology,2025,38,15,15,3,5,ask,Low,Low,False,False,
AU-0583,F07,Technology,2025,42,19,8,11,4,ask,Medium,Low,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0584,F07,Real estate,2025,28,7,8,6,7,routine,Low,High,False,False,Heavy reliance on client IT systems
AU-0585,F07,Banking,2025,36,13,12,7,4,ask,Low,Low,False,False,Overdue remediation on this engagement
AU-0586,F07,Public interest entity,2025,36,12,15,5,4,ask,Low,High,False,False,Heavy reliance on client IT systems
AU-0587,F07,Asset management,2025,25,5,12,4,4,routine,Low,Medium,False,False,
AU-0588,F07,Technology,2025,39,13,16,4,6,ask,Low,Medium,False,True,Goodwill or asset impairment risk
AU-0589,F07,Energy & utilities,2025,31,14,9,7,1,routine,Low,Medium,False,False,Overdue remediation on this engagement
AU-0590,F07,Healthcare,2025,45,24,14,1,6,ask,Medium,High,False,False,Heavy reliance on client IT systems
AU-0591,F07,Healthcare,2025,29,3,17,6,3,routine,Low,Medium,False,True,Goodwill or asset impairment risk
AU-0592,F07,Healthcare,2025,43,20,14,3,6,ask,Medium,Low,False,True,Goodwill or asset impairment risk
AU-0593,F07,Technology,2025,41,23,10,4,4,ask,Medium,Low,False,True,Goodwill or asset impairment risk
AU-0594,F07,Listed manufacturing,2025,48,20,15,8,5,ask,Medium,Low,False,False,Overdue remediation on this engagement
AU-0595,F07,Public interest entity,2025,32,14,6,6,6,routine,Low,Medium,False,False,
AU-0596,F07,Healthcare,2025,34,13,14,5,2,routine,Low,High,True,False,Heavy reliance on client IT systems; Multi-component group audit
AU-0597,F07,Real estate,2025,33,10,14,3,6,routine,Low,Medium,False,False,
AU-0598,F07,Insurance,2025,26,8,8,7,3,routine,Low,Medium,False,False,Overdue remediation on this engagement
AU-0599,F07,Insurance,2025,43,15,13,12,3,ask,Low,High,False,True,Goodwill or asset impairment risk; Heavy reliance on client IT systems
AU-0600,F07,Public interest entity,2025,38,11,17,3,7,ask,Low,Low,False,False,
AU-0601,F07,Banking,2025,30,3,13,8,6,routine,Low,Low,False,False,Overdue remediation on this engagement
AU-0602,F07,Insurance,2025,40,13,14,6,7,ask,Low,Low,False,False,
AU-0603,F07,Healthcare,2025,34,9,15,8,2,routine,Low,High,True,False,Heavy reliance on client IT systems; Multi-component group audit
AU-0604,F07,Listed manufacturing,2025,41,14,17,6,4,ask,Low,Low,False,False,
AU-0605,F07,Real estate,2025,46,18,24,1,3,ask,Medium,Low,False,False,Audit team below planned staffing; Partner involvement hours below plan
AU-0606,F07,Public interest entity,2025,33,10,14,3,6,routine,Low,Medium,False,False,
AU-0607,F07,Energy & utilities,2025,38,13,14,5,6,ask,Low,High,False,False,Heavy reliance on client IT systems
AU-0608,F07,Retail group,2025,40,14,17,4,5,ask,Low,Medium,False,False,
AU-0609,F07,Listed manufacturing,2025,29,6,15,3,5,routine,Low,Medium,False,True,Goodwill or asset impairment risk
AU-0610,F07,Healthcare,2025,23,5,8,5,5,routine,Low,Medium,False,False,
AU-0611,F07,Insurance,2025,58,29,12,9,8,group,High,High,False,False,Complex accounting estimates; Heavy reliance on client IT systems
AU-0612,F07,Energy & utilities,2025,48,18,21,5,4,ask,Medium,Low,False,False,Partner involvement hours below plan
AU-0613,F07,Listed manufacturing,2025,27,0,16,10,1,routine,Low,Low,False,True,Goodwill or asset impairment risk; Repeat finding from a prior inspection
AU-0614,F07,Banking,2025,48,30,14,2,2,ask,High,Medium,False,False,Significant judgement in revenue recognition; Complex accounting estimates
AU-0615,F07,Healthcare,2025,30,7,18,1,4,routine,Low,Medium,False,False,
AU-0616,F07,Healthcare,2025,31,10,12,5,4,routine,Low,Medium,True,False,Multi-component group audit
AU-0617,F07,Asset management,2025,45,15,19,6,5,ask,Low,Low,False,False,
AU-0618,F07,Healthcare,2025,27,8,12,3,4,routine,Low,Low,True,False,Multi-component group audit
AU-0619,F07,Banking,2025,31,12,7,9,3,routine,Low,Medium,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0620,F07,Banking,2025,25,6,11,5,3,routine,Low,High,False,False,Heavy reliance on client IT systems
AU-0621,F07,Energy & utilities,2025,24,6,10,4,4,routine,Low,Low,False,False,
AU-0622,F07,Real estate,2025,28,7,13,4,4,routine,Low,Medium,False,False,
AU-0623,F07,Technology,2025,47,19,15,7,6,ask,Medium,High,False,False,Heavy reliance on client IT systems; Overdue remediation on this engagement
AU-0624,F08,Listed manufacturing,2025,42,16,18,5,3,ask,Low,Medium,False,False,
AU-0625,F08,Public interest entity,2025,33,12,9,7,5,routine,Low,Low,False,False,Overdue remediation on this engagement
AU-0626,F08,Listed manufacturing,2025,28,10,10,4,4,routine,Low,Low,False,False,
AU-0627,F08,Energy & utilities,2025,67,31,23,8,5,deep-dive,High,Medium,False,False,Significant judgement in revenue recognition; Complex accounting estimates; Partner involvement hours below plan; Overdue remediation on this engagement
AU-0628,F08,Real estate,2025,32,11,10,6,5,routine,Low,Medium,False,False,
AU-0629,F08,Insurance,2025,34,12,12,7,3,routine,Low,Medium,False,False,Overdue remediation on this engagement
AU-0630,F08,Listed manufacturing,2025,34,12,12,7,3,routine,Low,Medium,False,False,Overdue remediation on this engagement
AU-0631,F08,Insurance,2025,52,18,18,11,5,group,Medium,Medium,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0632,F08,Public interest entity,2025,47,19,14,7,7,ask,Medium,Medium,False,False,Overdue remediation on this engagement
AU-0633,F08,Healthcare,2025,35,16,17,0,2,ask,Low,Low,False,False,
AU-0634,F08,Technology,2025,30,17,4,6,3,routine,Medium,Medium,False,False,
AU-0635,F08,Insurance,2025,22,6,11,4,1,routine,Low,Low,False,False,
AU-0636,F08,Public interest entity,2025,32,4,13,13,2,routine,Low,Low,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0637,F08,Listed manufacturing,2025,27,6,9,9,3,routine,Low,Medium,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0638,F08,Retail group,2025,36,16,10,5,5,ask,Low,Low,False,False,
AU-0639,F08,Retail group,2025,28,20,0,3,5,routine,Medium,Medium,False,True,Goodwill or asset impairment risk
AU-0640,F08,Technology,2025,31,11,8,7,5,routine,Low,Medium,False,True,Goodwill or asset impairment risk; Overdue remediation on this engagement
AU-0641,F08,Real estate,2025,35,8,19,4,4,ask,Low,Low,False,False,
AU-0642,F08,Technology,2025,35,22,8,3,2,ask,Medium,Medium,False,False,
AU-0643,F08,Public interest entity,2025,26,2,14,6,4,routine,Low,Medium,False,False,
AU-0644,F08,Energy & utilities,2025,24,9,11,3,1,routine,Low,High,False,False,Heavy reliance on client IT systems
AU-0645,F08,Insurance,2025,32,16,8,2,6,routine,Low,Low,False,False,
AU-0646,F08,Retail group,2025,32,20,6,4,2,routine,Medium,Low,False,False,
AU-0647,F08,Retail group,2025,34,5,19,4,6,routine,Low,Low,False,True,Goodwill or asset impairment risk
AU-0648,F08,Public interest entity,2025,40,19,9,8,4,ask,Medium,Medium,False,False,Overdue remediation on this engagement
AU-0649,F08,Retail group,2025,35,11,16,5,3,ask,Low,High,False,False,Heavy reliance on client IT systems
AU-0650,F08,Asset management,2025,25,12,7,4,2,routine,Low,Low,False,False,
AU-0651,F08,Energy & utilities,2025,35,17,9,6,3,ask,Medium,Medium,False,True,Goodwill or asset impairment risk
AU-0652,F08,Energy & utilities,2025,31,10,9,6,6,routine,Low,Medium,False,False,
AU-0653,F08,Technology,2025,44,16,15,9,4,ask,Low,Medium,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0654,F08,Public interest entity,2025,43,11,24,6,2,ask,Low,Low,False,False,Audit team below planned staffing; Partner involvement hours below plan
AU-0655,F08,Listed manufacturing,2025,29,10,13,1,5,routine,Low,Low,True,False,Multi-component group audit
AU-0656,F08,Retail group,2025,15,9,2,2,2,routine,Low,Low,False,False,
AU-0657,F08,Real estate,2025,19,11,5,0,3,routine,Low,Medium,False,True,Goodwill or asset impairment risk
AU-0658,F08,Asset management,2025,34,17,14,2,1,routine,Medium,Medium,False,True,Goodwill or asset impairment risk
AU-0659,F08,Real estate,2025,46,13,17,8,8,ask,Low,Low,False,False,Overdue remediation on this engagement
AU-0660,F08,Listed manufacturing,2025,42,20,13,3,6,ask,Medium,Low,False,False,
AU-0661,F08,Real estate,2025,27,7,12,5,3,routine,Low,Medium,True,False,Multi-component group audit
AU-0662,F08,Asset management,2025,27,8,15,2,2,routine,Low,High,False,False,Heavy reliance on client IT systems
AU-0663,F08,Asset management,2025,23,0,18,2,3,routine,Low,Medium,False,False,
AU-0664,F08,Healthcare,2025,31,15,10,3,3,routine,Low,Low,False,False,
AU-0665,F08,Insurance,2025,37,16,13,7,1,ask,Low,Low,False,False,Overdue remediation on this engagement
AU-0666,F08,Real estate,2025,32,14,15,1,2,routine,Low,Medium,False,False,
AU-0667,F08,Energy & utilities,2025,24,7,11,3,3,routine,Low,Medium,False,False,
AU-0668,F08,Public interest entity,2025,35,25,6,4,0,ask,Medium,High,False,False,Heavy reliance on client IT systems
AU-0669,F08,Technology,2025,33,10,13,4,6,routine,Low,Medium,True,False,Multi-component group audit
AU-0670,F08,Healthcare,2025,44,17,15,8,4,ask,Medium,Medium,False,False,Overdue remediation on this engagement
AU-0671,F08,Healthcare,2025,28,7,16,3,2,routine,Low,Low,False,False,
AU-0672,F08,Real estate,2025,58,25,26,4,3,group,Medium,Low,True,False,Multi-component group audit; Audit team below planned staffing
AU-0673,F08,Asset management,2025,16,4,1,6,5,routine,Low,Medium,False,False,
AU-0674,F08,Healthcare,2025,37,21,9,2,5,ask,Medium,High,False,False,Heavy reliance on client IT systems
AU-0675,F08,Technology,2025,24,7,8,6,3,routine,Low,Medium,False,False,
AU-0676,F08,Public interest entity,2025,33,15,12,2,4,routine,Low,Medium,False,True,Goodwill or asset impairment risk
AU-0677,F08,Real estate,2025,49,30,11,6,2,ask,High,Low,False,True,Significant judgement in revenue recognition; Complex accounting estimates
AU-0678,F08,Technology,2025,18,7,7,3,1,routine,Low,Medium,False,False,
AU-0679,F08,Energy & utilities,2025,29,12,12,0,5,routine,Low,Medium,False,False,
AU-0680,F08,Real estate,2025,37,13,13,9,2,ask,Low,Medium,False,True,Goodwill or asset impairment risk; Repeat finding from a prior inspection
AU-0681,F08,Listed manufacturing,2025,65,34,19,7,5,deep-dive,High,High,True,True,Significant judgement in revenue recognition; Complex accounting estimates; Goodwill or asset impairment risk; Heavy reliance on client IT systems; Multi-component group audit
AU-0682,F08,Insurance,2025,23,1,12,5,5,routine,Low,Low,False,True,Goodwill or asset impairment risk
AU-0683,F08,Retail group,2025,14,3,5,5,1,routine,Low,Low,False,False,
AU-0684,F08,Listed manufacturing,2025,25,2,13,7,3,routine,Low,Low,False,False,Overdue remediation on this engagement
AU-0685,F08,Asset management,2025,30,18,5,2,5,routine,Medium,Medium,False,True,Goodwill or asset impairment risk
AU-0686,F08,Energy & utilities,2025,22,12,7,2,1,routine,Low,Low,False,False,
AU-0687,F08,Public interest entity,2025,24,0,14,7,3,routine,Low,Medium,False,False,Overdue remediation on this engagement
AU-0688,F08,Banking,2025,36,14,11,8,3,ask,Low,Medium,False,False,Overdue remediation on this engagement
AU-0689,F08,Energy & utilities,2025,43,19,16,1,7,ask,Medium,Medium,False,False,
AU-0690,F08,Asset management,2025,32,13,14,3,2,routine,Low,Medium,False,False,
AU-0691,F08,Insurance,2025,21,14,6,1,0,routine,Low,Low,True,True,Goodwill or asset impairment risk; Multi-component group audit
AU-0692,F08,Banking,2025,41,16,12,8,5,ask,Low,Low,False,False,Overdue remediation on this engagement
AU-0693,F08,Insurance,2025,24,11,11,0,2,routine,Low,Low,False,True,Goodwill or asset impairment risk
AU-0694,F08,Insurance,2025,43,20,16,1,6,ask,Medium,Medium,False,False,
AU-0695,F08,Healthcare,2025,24,11,8,0,5,routine,Low,Medium,False,False,
AU-0696,F08,Healthcare,2025,22,10,5,5,2,routine,Low,Medium,False,True,Goodwill or asset impairment risk
AU-0697,F08,Asset management,2025,37,12,14,7,4,ask,Low,Low,False,False,Overdue remediation on this engagement
AU-0698,F09,Energy & utilities,2025,48,16,17,8,7,ask,Low,Low,False,False,Overdue remediation on this engagement
AU-0699,F09,Banking,2025,34,15,13,3,3,routine,Low,Low,False,True,Goodwill or asset impairment risk
AU-0700,F09,Real estate,2025,42,21,9,5,7,ask,Medium,High,False,False,Heavy reliance on client IT systems
AU-0701,F09,Real estate,2025,24,7,13,4,0,routine,Low,Low,False,False,
AU-0702,F09,Insurance,2025,46,18,16,8,4,ask,Medium,Low,True,False,Multi-component group audit; Overdue remediation on this engagement
AU-0703,F09,Public interest entity,2025,33,5,19,2,7,routine,Low,Medium,False,False,
AU-0704,F09,Insurance,2025,46,19,13,7,7,ask,Medium,High,False,False,Heavy reliance on client IT systems; Overdue remediation on this engagement
AU-0705,F09,Healthcare,2025,36,18,8,5,5,ask,Medium,Low,False,False,
AU-0706,F09,Banking,2025,44,20,14,4,6,ask,Medium,High,False,False,Heavy reliance on client IT systems
AU-0707,F09,Public interest entity,2025,32,10,16,4,2,routine,Low,Low,False,False,
AU-0708,F09,Asset management,2025,45,18,17,6,4,ask,Medium,Low,False,False,
AU-0709,F09,Real estate,2025,47,22,14,6,5,ask,Medium,Low,False,False,
AU-0710,F09,Insurance,2025,25,4,6,10,5,routine,Low,Low,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0711,F09,Asset management,2025,30,15,7,8,0,routine,Low,Medium,False,False,Overdue remediation on this engagement
AU-0712,F09,Energy & utilities,2025,30,8,11,7,4,routine,Low,Low,False,True,Goodwill or asset impairment risk; Overdue remediation on this engagement
AU-0713,F09,Insurance,2025,39,17,16,4,2,ask,Medium,Low,False,True,Goodwill or asset impairment risk
AU-0714,F09,Insurance,2025,29,15,5,4,5,routine,Low,High,True,True,Goodwill or asset impairment risk; Heavy reliance on client IT systems
AU-0715,F09,Listed manufacturing,2025,28,11,6,4,7,routine,Low,Medium,False,True,Goodwill or asset impairment risk
AU-0716,F09,Real estate,2025,21,8,7,0,6,routine,Low,Medium,True,False,Multi-component group audit
AU-0717,F09,Public interest entity,2025,30,11,11,6,2,routine,Low,Low,False,False,
AU-0718,F09,Retail group,2025,43,21,11,11,0,ask,Medium,Medium,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0719,F09,Banking,2025,34,12,15,6,1,routine,Low,High,False,True,Goodwill or asset impairment risk; Heavy reliance on client IT systems
AU-0720,F09,Insurance,2025,43,18,14,6,5,ask,Medium,Medium,False,False,
AU-0721,F09,Real estate,2025,27,12,1,7,7,routine,Low,Medium,True,False,Multi-component group audit; Overdue remediation on this engagement
AU-0722,F09,Insurance,2025,32,9,10,6,7,routine,Low,Low,False,False,
AU-0723,F09,Healthcare,2025,46,14,17,7,8,ask,Low,Low,False,True,Goodwill or asset impairment risk; Overdue remediation on this engagement
AU-0724,F09,Energy & utilities,2025,49,21,21,2,5,ask,Medium,Low,False,False,Partner involvement hours below plan
AU-0725,F09,Listed manufacturing,2025,36,14,14,5,3,ask,Low,Low,False,False,
AU-0726,F09,Asset management,2025,31,13,8,5,5,routine,Low,Medium,False,False,
AU-0727,F09,Real estate,2025,51,25,10,10,6,group,Medium,Medium,False,False,Repeat finding from a prior inspection; Overdue remediation on this engagement
AU-0728,F09,Asset management,2025,39,11,20,5,3,ask,Low,Low,False,False,Partner involvement hours below plan
AU-0729,F09,Public interest entity,2025,45,26,8,8,3,ask,Medium,Low,False,False,Complex accounting estimates; Overdue remediation on this engagement
AU-0730,F09,Public interest entity,2025,37,20,13,0,4,ask,Medium,High,False,False,Heavy reliance on client IT systems
AU-0731,F09,Banking,2025,25,13,4,3,5,routine,Low,Low,False,False,
AU-0732,F09,Listed manufacturing,2025,24,8,13,3,0,routine,Low,Medium,True,False,Multi-component group audit
AU-0733,F09,Insurance,2025,33,17,8,6,2,routine,Medium,Medium,False,False,
AU-0734,F09,Asset management,2025,30,6,17,3,4,routine,Low,Medium,False,False,
AU-0735,F09,Technology,2025,36,16,4,10,6,ask,Low,Medium,True,False,Multi-component group audit; Repeat finding from a prior inspection
AU-0736,F09,Insurance,2025,33,15,10,2,6,routine,Low,Low,False,False,
AU-0737,F09,Asset management,2025,24,3,9,7,5,routine,Low,Medium,False,False,Overdue remediation on this engagement
AU-0738,F09,Healthcare,2025,31,19,6,5,1,routine,Medium,Low,False,False,
AU-0739,F09,Public interest entity,2025,36,13,14,3,6,ask,Low,Medium,False,False,
AU-0740,F09,Retail group,2025,35,18,9,2,6,ask,Medium,Medium,False,False,
AU-0741,F09,Energy & utilities,2025,44,18,9,11,6,ask,Medium,Low,False,True,Goodwill or asset impairment risk; Repeat finding from a prior inspection
AU-0742,F09,Public interest entity,2025,41,16,14,6,5,ask,Low,High,True,False,Heavy reliance on client IT systems; Multi-component group audit
